unix_seconds,gpu_index,memory_used_mib,utilization_percent,power_watts
1790410253.795,7,57319.0,97.0,868.82
1790410254.795,0,59951.0,0.0,744.78
1790410254.795,1,57297.0,0.0,739.35
1790410254.795,2,57189.0,0.0,682.89
1790410254.795,3,57517.0,0.0,708.53
1790410254.795,4,58145.0,0.0,682.51
1790410254.795,5,57499.0,0.0,730.05
1790410254.795,6,57339.0,0.0,725.81
1790410254.795,7,57319.0,0.0,691.2
1790410255.796,0,59951.0,12.0,298.13
1790410255.796,1,57297.0,37.0,285.32
1790410255.796,2,57189.0,95.0,326.23
1790410255.796,3,57517.0,95.0,291.9
1790410255.796,4,58145.0,92.0,325.46
1790410255.796,5,57499.0,39.0,273.13
1790410255.796,6,57339.0,55.0,242.5
1790410255.796,7,57319.0,43.0,267.39
1790410256.796,0,59951.0,99.0,716.53
1790410256.801,1,57297.0,100.0,716.12
1790410256.801,2,57189.0,100.0,747.82
1790410256.801,3,57517.0,100.0,710.21
1790410256.801,4,58145.0,100.0,729.48
1790410256.801,5,57499.0,99.0,710.98
1790410256.801,6,57339.0,100.0,762.32
1790410256.801,7,57319.0,100.0,753.4
1790410257.802,0,59951.0,100.0,989.16
1790410257.802,1,57297.0,59.0,905.17
1790410257.802,2,57189.0,100.0,926.19
1790410257.802,3,57517.0,100.0,951.82
1790410257.802,4,58145.0,79.0,924.45
1790410257.802,5,57499.0,100.0,974.58
1790410257.802,6,57339.0,99.0,960.29
1790410257.802,7,57319.0,100.0,935.38
1790410258.802,0,59951.0,0.0,223.99
1790410258.802,1,57297.0,0.0,200.64
1790410258.802,2,57189.0,0.0,211.32
1790410258.802,3,57517.0,0.0,197.48
1790410258.802,4,58145.0,0.0,203.89
1790410258.802,5,57499.0,0.0,212.89
1790410258.802,6,57339.0,0.0,209.98
1790410258.802,7,57319.0,0.0,195.79
1790410259.802,0,59951.0,95.0,618.52
1790410259.803,1,57297.0,89.0,647.25
1790410259.803,2,57189.0,58.0,660.61
1790410259.803,3,57517.0,61.0,608.92
1790410259.803,4,58145.0,71.0,652.03
1790410259.803,5,57499.0,95.0,607.39
1790410259.803,6,57339.0,53.0,626.48
1790410259.803,7,57319.0,95.0,618.54
1790410260.803,0,59951.0,100.0,971.97
1790410260.803,1,57297.0,100.0,982.8
1790410260.803,2,57189.0,100.0,995.48
1790410260.803,3,57517.0,100.0,990.22
1790410260.803,4,58145.0,100.0,998.11
1790410260.803,5,57499.0,100.0,972.79
1790410260.803,6,57339.0,100.0,992.18
1790410260.803,7,57319.0,100.0,995.8
1790410261.803,0,59951.0,0.0,400.62
1790410261.803,1,57297.0,0.0,329.02
1790410261.803,2,57189.0,0.0,347.64
1790410261.803,3,57517.0,0.0,347.86
1790410261.803,4,58145.0,0.0,338.92
1790410261.803,5,57499.0,0.0,391.03
1790410261.803,6,57339.0,0.0,374.99
1790410261.803,7,57319.0,0.0,344.91
1790410262.804,0,59951.0,95.0,552.93
1790410262.804,1,57297.0,95.0,541.2
1790410262.804,2,57189.0,95.0,584.81
1790410262.804,3,57517.0,94.0,534.05
1790410262.804,4,58145.0,95.0,570.77
1790410262.804,5,57499.0,95.0,473.29
1790410262.804,6,57339.0,95.0,518.17
1790410262.804,7,57319.0,95.0,499.53
1790410263.804,0,59951.0,100.0,834.69
1790410263.804,1,57297.0,100.0,888.16
1790410263.804,2,57189.0,100.0,843.35
1790410263.804,3,57517.0,100.0,851.46
1790410263.804,4,58145.0,100.0,867.64
1790410263.804,5,57499.0,100.0,891.4
1790410263.804,6,57339.0,100.0,887.83
1790410263.804,7,57319.0,100.0,891.39
1790410264.805,0,59951.0,0.0,621.76
1790410264.805,1,57297.0,0.0,555.34
1790410264.805,2,57189.0,0.0,578.28
1790410264.805,3,57517.0,0.0,573.74
1790410264.805,4,58145.0,0.0,558.74
1790410264.805,5,57499.0,0.0,616.66
1790410264.805,6,57339.0,0.0,593.96
1790410264.815,7,57319.0,0.0,562.59
1790410265.815,0,59951.0,0.0,221.6
1790410265.816,1,57297.0,62.0,248.17
1790410265.816,2,57189.0,95.0,266.36
1790410265.816,3,57517.0,0.0,223.18
1790410265.816,4,58145.0,7.0,220.04
1790410265.817,5,57499.0,0.0,196.43
1790410265.817,6,57339.0,8.0,205.23
1790410265.817,7,57319.0,0.0,201.04
1790410266.818,0,59951.0,85.0,692.54
1790410266.818,1,57297.0,100.0,709.55
1790410266.818,2,57189.0,100.0,712.13
1790410266.818,3,57517.0,100.0,710.06
1790410266.818,4,58145.0,100.0,739.31
1790410266.818,5,57499.0,55.0,702.25
1790410266.818,6,57339.0,100.0,719.31
1790410266.818,7,57319.0,89.0,708.57
1790410267.818,0,59951.0,100.0,987.18
1790410267.818,1,57297.0,100.0,979.2
1790410267.818,2,57189.0,100.0,979.97
1790410267.818,3,57517.0,100.0,982.71
1790410267.818,4,58145.0,100.0,983.11
1790410267.818,5,57499.0,100.0,973.32
1790410267.818,6,57339.0,100.0,988.42
1790410267.818,7,57319.0,100.0,978.9
1790410268.819,0,59951.0,0.0,305.93
1790410268.819,1,57297.0,0.0,241.97
1790410268.819,2,57189.0,0.0,259.01
1790410268.819,3,57517.0,0.0,247.2
1790410268.819,4,58145.0,0.0,248.86
1790410268.819,5,57499.0,0.0,292.7
1790410268.819,6,57339.0,0.0,292.8
1790410268.819,7,57319.0,0.0,263.83
1790410269.819,0,59951.0,95.0,609.93
1790410269.819,1,57297.0,92.0,605.38
1790410269.819,2,57189.0,59.0,622.68
1790410269.819,3,57517.0,81.0,605.31
1790410269.819,4,58145.0,81.0,608.73
1790410269.819,5,57499.0,95.0,531.91
1790410269.819,6,57339.0,94.0,615.77
1790410269.819,7,57319.0,95.0,542.62
1790410270.82,0,59951.0,100.0,855.38
1790410270.82,1,57297.0,100.0,907.53
1790410270.82,2,57189.0,100.0,898.1
1790410270.82,3,57517.0,100.0,896.27
1790410270.82,4,58145.0,100.0,908.46
1790410270.82,5,57499.0,100.0,924.8
1790410270.82,6,57339.0,100.0,865.87
1790410270.82,7,57319.0,100.0,937.59
1790410271.82,0,59951.0,0.0,520.37
1790410271.82,1,57297.0,0.0,457.86
1790410271.82,2,57189.0,0.0,472.99
1790410271.82,3,57517.0,0.0,466.81
1790410271.82,4,58145.0,0.0,463.32
1790410271.82,5,57499.0,0.0,512.47
1790410271.82,6,57339.0,0.0,510.17
1790410271.82,7,57319.0,0.0,481.13
1790410272.82,0,59951.0,95.0,462.0
1790410272.82,1,57297.0,94.0,480.88
1790410272.82,2,57189.0,95.0,479.32
1790410272.82,3,57517.0,95.0,449.68
1790410272.82,4,58145.0,95.0,473.03
1790410272.821,5,57499.0,95.0,413.42
1790410272.821,6,57339.0,88.0,422.37
1790410272.821,7,57319.0,95.0,470.35
1790410273.821,0,59951.0,86.0,842.35
1790410273.821,1,57297.0,100.0,853.84
1790410273.821,2,57189.0,100.0,881.99
1790410273.821,3,57517.0,100.0,867.95
1790410273.821,4,58145.0,100.0,873.34
1790410273.821,5,57499.0,95.0,859.08
1790410273.821,6,57339.0,100.0,885.84
1790410273.821,7,57319.0,100.0,840.41
1790410274.821,0,59951.0,0.0,677.4
1790410274.821,1,57297.0,0.0,627.57
1790410274.821,2,57189.0,0.0,633.84
1790410274.821,3,57517.0,0.0,640.01
1790410274.821,4,58145.0,0.0,612.86
1790410274.821,5,57499.0,0.0,686.59
1790410274.821,6,57339.0,0.0,681.05
1790410274.821,7,57319.0,0.0,636.33
1790410275.822,0,59951.0,93.0,369.44
1790410275.822,1,57297.0,95.0,337.48
1790410275.822,2,57189.0,95.0,349.55
1790410275.822,3,57517.0,95.0,324.42
1790410275.822,4,58145.0,95.0,410.96
1790410275.822,5,57499.0,95.0,325.43
1790410275.822,6,57339.0,55.0,275.33
1790410275.822,7,57319.0,60.0,295.42
1790410276.822,0,59951.0,100.0,746.64
1790410276.829,1,57297.0,89.0,775.9
1790410276.829,2,57189.0,87.0,791.61
1790410276.829,3,57517.0,91.0,777.18
1790410276.829,4,58145.0,100.0,746.81
1790410276.829,5,57499.0,100.0,765.12
1790410276.829,6,57339.0,100.0,836.5
1790410276.829,7,57319.0,100.0,794.07
1790410277.829,0,59951.0,100.0,897.54
1790410277.829,1,57297.0,0.0,846.66
1790410277.829,2,57189.0,0.0,854.33
1790410277.829,3,57517.0,0.0,849.34
1790410277.829,4,58145.0,13.0,843.68
1790410277.829,5,57499.0,100.0,887.89
1790410277.829,6,57339.0,18.0,890.26
1790410277.829,7,57319.0,84.0,849.91
1790410278.829,0,59951.0,0.0,205.23
1790410278.83,1,57297.0,0.0,200.68
1790410278.83,2,57189.0,0.0,210.64
1790410278.83,3,57517.0,0.0,193.13
1790410278.83,4,58145.0,0.0,203.36
1790410278.83,5,57499.0,0.0,198.29
1790410278.83,6,57339.0,0.0,206.65
1790410278.83,7,57319.0,0.0,194.04
1790410279.83,0,59951.0,94.0,600.24
1790410279.83,1,57297.0,94.0,545.54
1790410279.83,2,57189.0,95.0,589.99
1790410279.83,3,57517.0,95.0,577.07
1790410279.83,4,58145.0,95.0,619.76
1790410279.83,5,57499.0,95.0,513.3
1790410279.83,6,57339.0,95.0,543.1
1790410279.83,7,57319.0,95.0,509.53
1790410280.83,0,59951.0,100.0,841.88
1790410280.83,1,57297.0,100.0,911.59
1790410280.83,2,57189.0,100.0,895.66
1790410280.83,3,57517.0,100.0,894.73
1790410280.83,4,58145.0,100.0,893.23
1790410280.83,5,57499.0,100.0,905.92
1790410280.83,6,57339.0,100.0,900.47
1790410280.83,7,57319.0,100.0,927.77
1790410281.831,0,59951.0,0.0,547.99
1790410281.831,1,57297.0,0.0,476.46
1790410281.831,2,57189.0,0.0,495.65
1790410281.831,3,57517.0,0.0,484.38
1790410281.831,4,58145.0,0.0,478.0
1790410281.831,5,57499.0,0.0,510.4
1790410281.831,6,57339.0,0.0,545.22
1790410281.831,7,57319.0,0.0,499.77
1790410282.831,0,59951.0,95.0,452.22
1790410282.831,1,57297.0,95.0,439.46
1790410282.831,2,57189.0,95.0,455.94
1790410282.831,3,57517.0,95.0,444.62
1790410282.831,4,58145.0,95.0,451.43
1790410282.831,5,57499.0,78.0,376.72
1790410282.831,6,57339.0,95.0,364.35
1790410282.831,7,57319.0,95.0,414.11
1790410283.832,0,59951.0,100.0,773.02
1790410283.832,1,57297.0,100.0,811.07
1790410283.832,2,57189.0,100.0,823.83
1790410283.832,3,57517.0,100.0,811.32
1790410283.832,4,58145.0,100.0,829.78
1790410283.832,5,57499.0,92.0,863.82
1790410283.832,6,57339.0,100.0,869.26
1790410283.832,7,57319.0,86.0,831.79
1790410284.832,0,59951.0,0.0,686.49
1790410284.836,1,57297.0,0.0,704.96
1790410284.836,2,57189.0,0.0,716.83
1790410284.836,3,57517.0,0.0,697.18
1790410284.836,4,58145.0,0.0,703.21
1790410284.836,5,57499.0,0.0,746.44
1790410284.836,6,57339.0,0.0,738.81
1790410284.837,7,57319.0,0.0,718.14
1790410285.837,0,59951.0,95.0,355.62
1790410285.843,1,57297.0,95.0,294.38
1790410285.843,2,57189.0,94.0,314.3
1790410285.843,3,57517.0,95.0,276.48
1790410285.843,4,58145.0,66.0,291.99
1790410285.843,5,57499.0,5.0,236.42
1790410285.844,6,57339.0,57.0,234.39
1790410285.844,7,57319.0,28.0,232.39
1790410286.844,0,59951.0,100.0,748.47
1790410286.844,1,57297.0,100.0,772.34
1790410286.844,2,57189.0,100.0,785.48
1790410286.844,3,57517.0,100.0,772.15
1790410286.844,4,58145.0,100.0,790.41
1790410286.844,5,57499.0,99.0,774.77
1790410286.845,6,57339.0,100.0,794.97
1790410286.845,7,57319.0,100.0,786.42
1790410287.845,0,59951.0,0.0,885.35
1790410287.845,1,57297.0,56.0,894.61
1790410287.845,2,57189.0,37.0,883.99
1790410287.845,3,57517.0,51.0,892.09
1790410287.845,4,58145.0,78.0,892.49
1790410287.845,5,57499.0,100.0,946.65
1790410287.845,6,57339.0,96.0,936.14
1790410287.845,7,57319.0,100.0,915.98
1790410288.845,0,59951.0,14.0,204.84
1790410288.845,1,57297.0,0.0,200.82
1790410288.845,2,57189.0,0.0,210.76
1790410288.845,3,57517.0,0.0,193.4
1790410288.845,4,58145.0,0.0,203.55
1790410288.845,5,57499.0,0.0,200.29
1790410288.845,6,57339.0,0.0,207.34
1790410288.845,7,57319.0,0.0,194.67
1790410289.846,0,59951.0,99.0,637.11
1790410289.846,1,57297.0,88.0,618.3
1790410289.846,2,57189.0,100.0,634.34
1790410289.846,3,57517.0,100.0,610.51
1790410289.846,4,58145.0,54.0,628.42
1790410289.846,5,57499.0,94.0,595.77
1790410289.846,6,57339.0,95.0,637.46
1790410289.846,7,57319.0,95.0,617.27
1790410290.846,0,59951.0,100.0,989.46
1790410290.846,1,57297.0,100.0,994.55
1790410290.846,2,57189.0,100.0,990.62
1790410290.846,3,57517.0,100.0,983.94
1790410290.846,4,58145.0,100.0,1004.38
1790410290.846,5,57499.0,100.0,954.67
1790410290.846,6,57339.0,100.0,954.7
1790410290.846,7,57319.0,100.0,985.98
1790410291.846,0,59951.0,3.0,367.53
1790410291.846,1,57297.0,3.0,370.31
1790410291.846,2,57189.0,3.0,380.77
1790410291.846,3,57517.0,3.0,376.58
1790410291.846,4,58145.0,3.0,377.05
1790410291.846,5,57499.0,3.0,422.59
1790410291.846,6,57339.0,3.0,419.89
1790410291.846,7,57319.0,3.0,372.18
1790410292.847,0,59951.0,4.0,203.43
1790410292.847,1,57297.0,3.0,198.5
1790410292.847,2,57189.0,3.0,208.49
1790410292.847,3,57517.0,3.0,192.12
1790410292.847,4,58145.0,3.0,201.94
1790410292.847,5,57499.0,3.0,196.36
1790410292.847,6,57339.0,4.0,204.33
1790410292.847,7,57319.0,3.0,193.02
1790410293.847,0,59951.0,3.0,202.66
1790410293.847,1,57297.0,3.0,197.29
1790410293.847,2,57189.0,3.0,207.31
1790410293.847,3,57517.0,3.0,191.25
1790410293.847,4,58145.0,3.0,201.07
1790410293.847,5,57499.0,2.0,195.08
1790410293.847,6,57339.0,3.0,203.18
1790410293.847,7,57319.0,3.0,192.17
1790410294.848,0,59951.0,3.0,201.92
1790410294.848,1,57297.0,3.0,196.68
1790410294.848,2,57189.0,3.0,206.34
1790410294.848,3,57517.0,3.0,190.6
1790410294.848,4,58145.0,2.0,200.12
1790410294.848,5,57499.0,3.0,194.65
1790410294.848,6,57339.0,3.0,202.43
1790410294.848,7,57319.0,3.0,191.76
1790410295.848,0,59951.0,3.0,201.48
1790410295.848,1,57297.0,3.0,196.07
1790410295.848,2,57189.0,3.0,205.88
1790410295.848,3,57517.0,3.0,190.33
1790410295.848,4,58145.0,3.0,199.68
1790410295.848,5,57499.0,3.0,194.17
1790410295.848,6,57339.0,3.0,202.08
1790410295.848,7,57319.0,3.0,191.26
1790410296.848,0,59951.0,3.0,201.18
1790410296.848,1,57297.0,3.0,195.72
1790410296.849,2,57189.0,3.0,205.4
1790410296.849,3,57517.0,3.0,189.88
1790410296.849,4,58145.0,3.0,199.21
1790410296.849,5,57499.0,3.0,193.72
1790410296.849,6,57339.0,4.0,201.6
1790410296.849,7,57319.0,3.0,190.86
1790410297.849,0,59951.0,3.0,200.65
1790410297.849,1,57297.0,3.0,195.35
1790410297.849,2,57189.0,3.0,205.01
1790410297.849,3,57517.0,3.0,189.65
1790410297.849,4,58145.0,3.0,198.97
1790410297.849,5,57499.0,3.0,193.51
1790410297.849,6,57339.0,3.0,201.26
1790410297.849,7,57319.0,4.0,190.65
1790410298.849,0,59951.0,3.0,200.5
1790410298.849,1,57297.0,3.0,195.02
1790410298.849,2,57189.0,3.0,204.84
1790410298.849,3,57517.0,3.0,189.53
1790410298.849,4,58145.0,4.0,198.68
1790410298.849,5,57499.0,3.0,193.16
1790410298.849,6,57339.0,3.0,201.1
1790410298.849,7,57319.0,3.0,190.39
1790410299.85,0,59951.0,3.0,200.06
1790410299.85,1,57297.0,3.0,194.57
1790410299.85,2,57189.0,3.0,204.29
1790410299.85,3,57517.0,3.0,189.18
1790410299.85,4,58145.0,3.0,198.45
1790410299.85,5,57499.0,3.0,193.05
1790410299.85,6,57339.0,3.0,200.65
1790410299.85,7,57319.0,3.0,190.41
1790410300.85,0,59951.0,0.0,199.88
1790410300.85,1,57297.0,5.0,194.59
1790410300.85,2,57189.0,5.0,203.97
1790410300.85,3,57517.0,0.0,189.14
1790410300.85,4,58145.0,0.0,198.01
1790410300.85,5,57499.0,12.0,192.8
1790410300.85,6,57339.0,5.0,200.44
1790410300.85,7,57319.0,12.0,190.11
1790410301.851,0,59951.0,0.0,199.13
1790410301.851,1,57297.0,0.0,193.81
1790410301.851,2,57189.0,0.0,203.38
1790410301.851,3,57517.0,0.0,188.5
1790410301.851,4,58145.0,0.0,197.39
1790410301.851,5,57499.0,0.0,192.24
1790410301.851,6,57339.0,0.0,199.62
1790410301.851,7,57319.0,0.0,189.6
1790410302.851,0,59951.0,0.0,198.88
1790410302.851,1,57297.0,0.0,193.57
1790410302.851,2,57189.0,0.0,202.93
1790410302.851,3,57517.0,0.0,188.21
1790410302.851,4,58145.0,0.0,197.11
1790410302.851,5,57499.0,0.0,191.72
1790410302.851,6,57339.0,0.0,199.24
1790410302.851,7,57319.0,0.0,189.25
1790410303.852,0,59951.0,0.0,198.75
1790410303.852,1,57297.0,0.0,193.42
1790410303.852,2,57189.0,0.0,202.77
1790410303.852,3,57517.0,0.0,188.18
1790410303.852,4,58145.0,0.0,197.0
1790410303.852,5,57499.0,0.0,191.61
1790410303.852,6,57339.0,0.0,199.04
1790410303.852,7,57319.0,0.0,189.05
1790410304.852,0,59951.0,0.0,198.4
1790410304.854,1,57297.0,0.0,193.11
1790410304.854,2,57189.0,0.0,202.35
1790410304.854,3,57517.0,0.0,187.98
1790410304.854,4,58145.0,0.0,196.57
1790410304.854,5,57499.0,0.0,191.52
1790410304.855,6,57339.0,0.0,198.71
1790410304.855,7,57319.0,0.0,188.99
1790410305.855,0,59951.0,0.0,198.33
1790410305.857,1,57297.0,0.0,192.97
1790410305.858,2,57189.0,0.0,202.26
1790410305.858,3,57517.0,0.0,187.79
1790410305.858,4,58145.0,0.0,196.49
1790410305.858,5,57499.0,0.0,191.43
1790410305.858,6,57339.0,0.0,198.6
1790410305.858,7,57319.0,0.0,188.8
1790410306.858,0,59951.0,0.0,197.96
1790410306.858,1,57297.0,0.0,192.83
1790410306.858,2,57189.0,0.0,201.98
1790410306.858,3,57517.0,0.0,187.68
1790410306.858,4,58145.0,0.0,196.19
1790410306.858,5,57499.0,0.0,191.08
1790410306.858,6,57339.0,0.0,198.32
1790410306.859,7,57319.0,0.0,188.69
1790410307.859,0,59951.0,0.0,197.64
1790410307.859,1,57297.0,0.0,192.63
1790410307.859,2,57189.0,0.0,201.61
1790410307.859,3,57517.0,0.0,187.5
1790410307.859,4,58145.0,0.0,195.93
1790410307.859,5,57499.0,0.0,190.89
1790410307.859,6,57339.0,0.0,198.01
1790410307.859,7,57319.0,0.0,188.45
1790410308.859,0,59951.0,0.0,197.62
1790410308.859,1,57297.0,0.0,192.49
1790410308.859,2,57189.0,0.0,201.47
1790410308.859,3,57517.0,0.0,187.51
1790410308.859,4,58145.0,0.0,195.8
1790410308.859,5,57499.0,0.0,190.83
1790410308.859,6,57339.0,0.0,197.87
1790410308.859,7,57319.0,0.0,188.39
1790410309.86,0,59951.0,0.0,197.33
1790410309.86,1,57297.0,0.0,192.25
1790410309.86,2,57189.0,0.0,201.09
1790410309.86,3,57517.0,0.0,187.32
1790410309.86,4,58145.0,0.0,195.49
1790410309.86,5,57499.0,0.0,190.75
1790410309.86,6,57339.0,0.0,197.49
1790410309.86,7,57319.0,0.0,188.4
1790410310.86,0,59951.0,0.0,197.1
1790410310.86,1,57297.0,0.0,192.19
1790410310.86,2,57189.0,0.0,200.84
1790410310.86,3,57517.0,0.0,187.21
1790410310.86,4,58145.0,0.0,195.33
1790410310.86,5,57499.0,0.0,190.46
1790410310.86,6,57339.0,0.0,197.36
1790410310.86,7,57319.0,0.0,188.21
1790410311.861,0,59951.0,0.0,196.91
