unix_seconds,gpu_index,memory_used_mib,utilization_percent,power_watts
1790417532.04,0,59951.0,0.0,187.62
1790417532.04,1,57297.0,0.0,187.65
1790417532.04,2,57189.0,0.0,190.41
1790417532.04,3,57517.0,0.0,183.43
1790417532.04,4,58145.0,0.0,187.02
1790417532.04,5,57499.0,0.0,186.56
1790417532.04,6,57339.0,0.0,185.88
1790417532.04,7,57319.0,0.0,184.61
1790417533.04,0,59951.0,0.0,187.64
1790417533.04,1,57297.0,0.0,187.68
1790417533.04,2,57189.0,0.0,190.48
1790417533.04,3,57517.0,0.0,183.49
1790417533.04,4,58145.0,0.0,187.09
1790417533.04,5,57499.0,0.0,186.61
1790417533.04,6,57339.0,0.0,185.8
1790417533.04,7,57319.0,0.0,184.68
1790417534.041,0,59951.0,0.0,187.72
1790417534.041,1,57297.0,0.0,187.62
1790417534.041,2,57189.0,0.0,190.51
1790417534.041,3,57517.0,0.0,183.61
1790417534.041,4,58145.0,0.0,187.19
1790417534.041,5,57499.0,0.0,186.55
1790417534.041,6,57339.0,0.0,185.94
1790417534.041,7,57319.0,0.0,184.6
1790417535.041,0,59951.0,0.0,187.64
1790417535.041,1,57297.0,0.0,187.75
1790417535.041,2,57189.0,0.0,190.4
1790417535.041,3,57517.0,0.0,183.6
1790417535.041,4,58145.0,0.0,186.96
1790417535.041,5,57499.0,0.0,186.79
1790417535.041,6,57339.0,0.0,185.83
1790417535.041,7,57319.0,0.0,184.74
1790417536.041,0,59951.0,0.0,187.63
1790417536.042,1,57297.0,0.0,187.62
1790417536.042,2,57189.0,0.0,190.41
1790417536.042,3,57517.0,0.0,183.56
1790417536.042,4,58145.0,0.0,186.99
1790417536.042,5,57499.0,0.0,186.54
1790417536.042,6,57339.0,0.0,185.75
1790417536.042,7,57319.0,0.0,184.64
1790417537.042,0,59951.0,0.0,187.62
1790417537.042,1,57297.0,0.0,187.58
1790417537.042,2,57189.0,0.0,190.39
1790417537.042,3,57517.0,0.0,183.55
1790417537.042,4,58145.0,0.0,187.04
1790417537.042,5,57499.0,0.0,186.6
1790417537.042,6,57339.0,0.0,185.81
1790417537.042,7,57319.0,0.0,184.6
1790417538.042,0,59951.0,0.0,187.67
1790417538.042,1,57297.0,0.0,187.64
1790417538.042,2,57189.0,0.0,190.34
1790417538.042,3,57517.0,0.0,183.59
1790417538.042,4,58145.0,0.0,186.99
1790417538.042,5,57499.0,0.0,186.61
1790417538.042,6,57339.0,0.0,185.75
1790417538.042,7,57319.0,0.0,184.6
1790417539.042,0,59951.0,0.0,187.8
1790417539.047,1,57297.0,0.0,187.62
1790417539.047,2,57189.0,0.0,190.49
1790417539.047,3,57517.0,0.0,183.6
1790417539.047,4,58145.0,0.0,187.17
1790417539.047,5,57499.0,0.0,186.59
1790417539.047,6,57339.0,0.0,185.91
1790417539.048,7,57319.0,0.0,184.58
1790417540.048,0,59951.0,0.0,187.62
1790417540.048,1,57297.0,0.0,187.67
1790417540.048,2,57189.0,100.0,190.6
1790417540.048,3,57517.0,0.0,183.68
1790417540.048,4,58145.0,0.0,187.0
1790417540.048,5,57499.0,0.0,186.73
1790417540.048,6,57339.0,0.0,185.75
1790417540.048,7,57319.0,0.0,184.69
1790417541.048,0,59951.0,0.0,187.58
1790417541.048,1,57297.0,0.0,187.61
1790417541.048,2,57189.0,100.0,190.5
1790417541.048,3,57517.0,0.0,183.52
1790417541.048,4,58145.0,0.0,187.07
1790417541.048,5,57499.0,0.0,186.62
1790417541.048,6,57339.0,0.0,185.76
1790417541.048,7,57319.0,0.0,184.63
1790417542.049,0,59951.0,0.0,187.63
1790417542.049,1,57297.0,0.0,187.61
1790417542.049,2,57189.0,100.0,190.59
1790417542.049,3,57517.0,0.0,183.45
1790417542.049,4,58145.0,0.0,186.97
1790417542.049,5,57499.0,0.0,186.63
1790417542.049,6,57339.0,0.0,185.79
1790417542.049,7,57319.0,0.0,184.65
1790417543.049,0,59951.0,0.0,187.59
1790417543.049,1,57297.0,0.0,187.64
1790417543.049,2,57189.0,100.0,190.5
1790417543.049,3,57517.0,0.0,183.49
1790417543.049,4,58145.0,0.0,187.0
1790417543.049,5,57499.0,0.0,186.65
1790417543.049,6,57339.0,0.0,185.74
1790417543.049,7,57319.0,0.0,184.62
1790417544.049,0,59951.0,0.0,187.7
1790417544.049,1,57297.0,0.0,187.58
1790417544.049,2,57189.0,100.0,190.65
1790417544.049,3,57517.0,0.0,183.57
1790417544.049,4,58145.0,0.0,187.12
1790417544.049,5,57499.0,0.0,186.62
1790417544.049,6,57339.0,0.0,185.87
1790417544.049,7,57319.0,0.0,184.58
1790417545.05,0,59951.0,0.0,187.5
1790417545.05,1,57297.0,0.0,187.67
1790417545.05,2,57189.0,100.0,190.51
1790417545.05,3,57517.0,0.0,183.6
1790417545.05,4,58145.0,0.0,186.94
1790417545.05,5,57499.0,0.0,186.72
1790417545.05,6,57339.0,0.0,185.77
1790417545.05,7,57319.0,0.0,184.71
1790417546.05,0,59951.0,0.0,187.65
1790417546.054,1,57297.0,0.0,187.71
1790417546.054,2,57189.0,100.0,190.54
1790417546.054,3,57517.0,0.0,183.58
1790417546.054,4,58145.0,0.0,187.12
1790417546.054,5,57499.0,0.0,186.67
1790417546.054,6,57339.0,0.0,185.89
1790417546.055,7,57319.0,0.0,184.65
1790417547.055,0,59951.0,0.0,187.61
1790417547.055,1,57297.0,0.0,187.64
1790417547.055,2,57189.0,100.0,190.55
1790417547.055,3,57517.0,0.0,183.59
1790417547.055,4,58145.0,0.0,187.05
1790417547.055,5,57499.0,0.0,186.66
1790417547.055,6,57339.0,0.0,185.76
1790417547.055,7,57319.0,0.0,184.68
1790417548.055,0,59951.0,0.0,187.53
1790417548.055,1,57297.0,0.0,187.6
1790417548.055,2,57189.0,100.0,190.45
1790417548.055,3,57517.0,0.0,183.57
1790417548.055,4,58145.0,0.0,187.01
1790417548.055,5,57499.0,0.0,186.58
1790417548.055,6,57339.0,0.0,185.76
1790417548.055,7,57319.0,0.0,184.59
1790417549.056,0,59951.0,0.0,187.63
1790417549.056,1,57297.0,0.0,187.59
1790417549.056,2,57189.0,100.0,190.63
1790417549.056,3,57517.0,0.0,183.55
1790417549.056,4,58145.0,0.0,187.05
1790417549.056,5,57499.0,0.0,186.58
1790417549.056,6,57339.0,0.0,185.81
1790417549.056,7,57319.0,0.0,184.6
1790417550.056,0,59951.0,0.0,187.54
1790417550.056,1,57297.0,0.0,187.67
1790417550.056,2,57189.0,100.0,190.52
1790417550.056,3,57517.0,0.0,183.56
1790417550.056,4,58145.0,0.0,186.98
1790417550.056,5,57499.0,0.0,186.72
1790417550.056,6,57339.0,0.0,185.81
1790417550.056,7,57319.0,0.0,184.75
1790417551.057,0,59951.0,0.0,187.56
1790417551.057,1,57297.0,0.0,187.58
1790417551.057,2,57189.0,100.0,190.45
1790417551.057,3,57517.0,0.0,183.45
1790417551.057,4,58145.0,0.0,186.92
1790417551.057,5,57499.0,0.0,186.63
1790417551.057,6,57339.0,0.0,185.69
1790417551.057,7,57319.0,0.0,184.62
1790417552.057,0,59951.0,0.0,187.55
1790417552.057,1,57297.0,0.0,187.58
1790417552.057,2,57189.0,100.0,190.49
1790417552.057,3,57517.0,0.0,183.51
1790417552.057,4,58145.0,0.0,186.95
1790417552.057,5,57499.0,0.0,186.62
1790417552.057,6,57339.0,0.0,185.74
1790417552.057,7,57319.0,0.0,184.59
1790417553.058,0,59951.0,0.0,187.5
1790417553.058,1,57297.0,0.0,187.57
1790417553.058,2,57189.0,100.0,190.48
1790417553.058,3,57517.0,0.0,183.52
1790417553.058,4,58145.0,0.0,186.91
1790417553.058,5,57499.0,0.0,186.64
1790417553.058,6,57339.0,0.0,185.63
1790417553.058,7,57319.0,0.0,184.59
1790417554.058,0,59951.0,0.0,187.68
1790417554.058,1,57297.0,0.0,187.6
1790417554.058,2,57189.0,100.0,190.66
1790417554.058,3,57517.0,100.0,184.02
1790417554.058,4,58145.0,0.0,187.22
1790417554.058,5,57499.0,0.0,186.6
1790417554.058,6,57339.0,0.0,185.81
1790417554.058,7,57319.0,0.0,184.63
1790417555.059,0,59951.0,0.0,187.51
1790417555.059,1,57297.0,100.0,188.08
1790417555.059,2,57189.0,100.0,190.69
1790417555.059,3,57517.0,100.0,184.15
1790417555.059,4,58145.0,0.0,187.12
1790417555.059,5,57499.0,0.0,186.78
1790417555.059,6,57339.0,0.0,185.73
1790417555.059,7,57319.0,0.0,184.8
1790417556.059,0,59951.0,0.0,187.49
1790417556.059,1,57297.0,100.0,187.86
1790417556.059,2,57189.0,100.0,190.38
1790417556.059,3,57517.0,100.0,183.81
1790417556.059,4,58145.0,0.0,186.9
1790417556.059,5,57499.0,0.0,186.63
1790417556.059,6,57339.0,0.0,185.71
1790417556.059,7,57319.0,0.0,184.66
1790417557.059,0,59951.0,0.0,187.48
1790417557.059,1,57297.0,100.0,187.93
1790417557.059,2,57189.0,100.0,190.43
1790417557.059,3,57517.0,100.0,183.77
1790417557.059,4,58145.0,0.0,186.97
1790417557.06,5,57499.0,0.0,186.67
1790417557.06,6,57339.0,0.0,185.69
1790417557.06,7,57319.0,0.0,184.61
1790417558.06,0,59951.0,0.0,187.52
1790417558.06,1,57297.0,100.0,187.86
1790417558.06,2,57189.0,100.0,190.45
1790417558.06,3,57517.0,100.0,183.69
1790417558.06,4,58145.0,0.0,186.95
1790417558.06,5,57499.0,0.0,186.65
1790417558.06,6,57339.0,0.0,185.69
1790417558.06,7,57319.0,0.0,184.65
1790417559.06,0,59951.0,0.0,187.62
1790417559.06,1,57297.0,100.0,187.89
1790417559.06,2,57189.0,100.0,190.56
1790417559.06,3,57517.0,100.0,183.76
1790417559.06,4,58145.0,0.0,187.07
1790417559.06,5,57499.0,0.0,186.73
1790417559.06,6,57339.0,0.0,185.81
1790417559.06,7,57319.0,0.0,184.66
1790417560.06,0,59951.0,0.0,187.45
1790417560.061,1,57297.0,100.0,187.97
1790417560.061,2,57189.0,100.0,190.42
1790417560.061,3,57517.0,100.0,183.8
1790417560.061,4,58145.0,0.0,186.88
1790417560.061,5,57499.0,0.0,186.79
1790417560.061,6,57339.0,0.0,185.68
1790417560.061,7,57319.0,0.0,184.79
1790417561.061,0,59951.0,0.0,187.46
1790417561.061,1,57297.0,100.0,187.91
1790417561.061,2,57189.0,100.0,190.45
1790417561.061,3,57517.0,100.0,183.68
1790417561.061,4,58145.0,0.0,186.96
1790417561.061,5,57499.0,0.0,186.61
1790417561.061,6,57339.0,0.0,185.76
1790417561.061,7,57319.0,0.0,184.63
1790417562.061,0,59951.0,0.0,187.48
1790417562.061,1,57297.0,100.0,187.91
1790417562.061,2,57189.0,100.0,190.4
1790417562.061,3,57517.0,100.0,183.79
1790417562.061,4,58145.0,0.0,186.94
1790417562.061,5,57499.0,0.0,186.66
1790417562.061,6,57339.0,0.0,185.69
1790417562.061,7,57319.0,0.0,184.62
1790417563.062,0,59951.0,0.0,187.5
1790417563.062,1,57297.0,100.0,187.91
1790417563.062,2,57189.0,100.0,190.4
1790417563.062,3,57517.0,100.0,183.71
1790417563.062,4,58145.0,0.0,186.99
1790417563.062,5,57499.0,0.0,186.64
1790417563.062,6,57339.0,0.0,185.74
1790417563.062,7,57319.0,0.0,184.64
1790417564.062,0,59951.0,0.0,187.59
1790417564.062,1,57297.0,100.0,187.94
1790417564.062,2,57189.0,100.0,190.54
1790417564.062,3,57517.0,100.0,183.74
1790417564.062,4,58145.0,0.0,187.09
1790417564.062,5,57499.0,0.0,186.61
1790417564.062,6,57339.0,0.0,185.73
1790417564.062,7,57319.0,0.0,184.59
1790417565.062,0,59951.0,0.0,187.47
1790417565.067,1,57297.0,100.0,188.01
1790417565.067,2,57189.0,100.0,190.42
1790417565.067,3,57517.0,100.0,183.71
1790417565.067,4,58145.0,0.0,186.9
1790417565.067,5,57499.0,0.0,186.68
1790417565.068,6,57339.0,0.0,185.74
1790417565.068,7,57319.0,0.0,184.73
1790417566.068,0,59951.0,100.0,187.88
1790417566.068,1,57297.0,100.0,188.18
1790417566.068,2,57189.0,100.0,190.84
1790417566.068,3,57517.0,100.0,184.25
1790417566.068,4,58145.0,0.0,187.18
1790417566.068,5,57499.0,0.0,186.64
1790417566.068,6,57339.0,0.0,185.65
1790417566.068,7,57319.0,0.0,184.62
1790417567.069,0,59951.0,100.0,187.63
1790417567.069,1,57297.0,100.0,187.97
1790417567.069,2,57189.0,100.0,190.45
1790417567.069,3,57517.0,100.0,183.8
1790417567.069,4,58145.0,0.0,186.87
1790417567.069,5,57499.0,0.0,186.77
1790417567.069,6,57339.0,0.0,185.79
1790417567.069,7,57319.0,0.0,184.74
1790417568.069,0,59951.0,100.0,187.59
1790417568.069,1,57297.0,100.0,187.87
1790417568.069,2,57189.0,100.0,190.42
1790417568.069,3,57517.0,100.0,183.74
1790417568.069,4,58145.0,0.0,186.88
1790417568.069,5,57499.0,0.0,186.61
1790417568.069,6,57339.0,0.0,185.52
1790417568.069,7,57319.0,0.0,184.64
1790417569.07,0,59951.0,100.0,187.67
1790417569.07,1,57297.0,100.0,187.93
1790417569.07,2,57189.0,100.0,190.54
1790417569.07,3,57517.0,100.0,183.78
1790417569.07,4,58145.0,0.0,187.07
1790417569.07,5,57499.0,0.0,186.62
1790417569.07,6,57339.0,0.0,185.82
1790417569.07,7,57319.0,0.0,184.59
1790417570.07,0,59951.0,100.0,187.59
1790417570.07,1,57297.0,100.0,188.02
1790417570.07,2,57189.0,100.0,190.41
1790417570.07,3,57517.0,100.0,183.85
1790417570.07,4,58145.0,0.0,186.93
1790417570.07,5,57499.0,0.0,186.76
1790417570.07,6,57339.0,0.0,185.57
1790417570.07,7,57319.0,0.0,184.73
1790417571.07,0,59951.0,100.0,187.56
1790417571.07,1,57297.0,100.0,187.82
1790417571.07,2,57189.0,100.0,190.39
1790417571.07,3,57517.0,100.0,183.85
1790417571.07,4,58145.0,0.0,186.86
1790417571.07,5,57499.0,0.0,186.55
1790417571.07,6,57339.0,0.0,185.68
1790417571.071,7,57319.0,0.0,184.6
1790417572.071,0,59951.0,100.0,187.64
1790417572.071,1,57297.0,100.0,187.84
1790417572.071,2,57189.0,100.0,190.4
1790417572.071,3,57517.0,100.0,183.79
1790417572.071,4,58145.0,0.0,186.89
1790417572.071,5,57499.0,0.0,186.65
1790417572.071,6,57339.0,0.0,185.53
1790417572.071,7,57319.0,0.0,184.59
1790417573.071,0,59951.0,100.0,187.6
1790417573.071,1,57297.0,100.0,187.89
1790417573.071,2,57189.0,100.0,190.45
1790417573.071,3,57517.0,100.0,183.71
1790417573.071,4,58145.0,0.0,186.83
1790417573.072,5,57499.0,0.0,186.65
1790417573.072,6,57339.0,0.0,185.61
1790417573.072,7,57319.0,0.0,184.6
1790417574.072,0,59951.0,100.0,187.69
1790417574.072,1,57297.0,100.0,187.9
1790417574.072,2,57189.0,100.0,190.52
1790417574.072,3,57517.0,100.0,183.75
1790417574.072,4,58145.0,0.0,186.98
1790417574.072,5,57499.0,0.0,186.65
1790417574.072,6,57339.0,0.0,185.63
1790417574.072,7,57319.0,0.0,184.61
1790417575.073,0,59951.0,100.0,187.55
1790417575.073,1,57297.0,100.0,188.0
1790417575.073,2,57189.0,100.0,190.43
1790417575.073,3,57517.0,100.0,183.8
1790417575.073,4,58145.0,0.0,186.82
1790417575.073,5,57499.0,0.0,186.79
1790417575.073,6,57339.0,0.0,185.62
1790417575.073,7,57319.0,0.0,184.73
1790417576.073,0,59951.0,100.0,187.54
1790417576.073,1,57297.0,100.0,187.9
1790417576.073,2,57189.0,100.0,190.47
1790417576.073,3,57517.0,100.0,183.64
1790417576.073,4,58145.0,0.0,186.83
1790417576.073,5,57499.0,0.0,186.54
1790417576.073,6,57339.0,0.0,185.56
1790417576.073,7,57319.0,0.0,184.55
1790417577.074,0,59951.0,100.0,187.58
1790417577.074,1,57297.0,100.0,187.91
1790417577.074,2,57189.0,100.0,190.39
1790417577.074,3,57517.0,100.0,183.71
1790417577.074,4,58145.0,0.0,186.84
1790417577.074,5,57499.0,0.0,186.66
1790417577.074,6,57339.0,0.0,185.62
1790417577.074,7,57319.0,0.0,184.54
1790417578.074,0,59951.0,100.0,187.53
1790417578.074,1,57297.0,100.0,187.85
1790417578.074,2,57189.0,100.0,190.4
1790417578.074,3,57517.0,100.0,183.7
1790417578.074,4,58145.0,0.0,186.85
1790417578.074,5,57499.0,0.0,186.52
1790417578.074,6,57339.0,0.0,185.52
1790417578.074,7,57319.0,0.0,184.63
1790417579.074,0,59951.0,100.0,187.68
1790417579.074,1,57297.0,100.0,187.9
1790417579.074,2,57189.0,100.0,190.49
1790417579.074,3,57517.0,100.0,183.76
1790417579.074,4,58145.0,0.0,187.07
1790417579.074,5,57499.0,0.0,186.51
1790417579.074,6,57339.0,0.0,185.74
1790417579.074,7,57319.0,0.0,184.57
1790417580.075,0,59951.0,100.0,187.55
1790417580.075,1,57297.0,100.0,187.98
1790417580.075,2,57189.0,100.0,190.38
1790417580.075,3,57517.0,100.0,183.95
1790417580.075,4,58145.0,0.0,186.78
1790417580.075,5,57499.0,0.0,186.56
1790417580.075,6,57339.0,0.0,185.57
1790417580.075,7,57319.0,0.0,184.72
1790417581.075,0,59951.0,100.0,187.6
1790417581.075,1,57297.0,100.0,187.8
1790417581.075,2,57189.0,100.0,190.39
1790417581.075,3,57517.0,100.0,183.76
1790417581.075,4,58145.0,0.0,186.81
1790417581.075,5,57499.0,0.0,186.65
1790417581.075,6,57339.0,0.0,185.48
1790417581.075,7,57319.0,0.0,184.56
1790417582.076,0,59951.0,100.0,187.5
1790417582.076,1,57297.0,100.0,187.8
1790417582.076,2,57189.0,100.0,190.41
1790417582.076,3,57517.0,100.0,183.85
1790417582.076,4,58145.0,0.0,186.8
1790417582.076,5,57499.0,0.0,186.61
1790417582.076,6,57339.0,0.0,185.53
1790417582.076,7,57319.0,0.0,184.56
1790417583.076,0,59951.0,100.0,187.49
1790417583.076,1,57297.0,100.0,187.83
1790417583.076,2,57189.0,100.0,190.39
1790417583.076,3,57517.0,100.0,183.69
1790417583.076,4,58145.0,0.0,186.83
1790417583.076,5,57499.0,0.0,186.57
1790417583.076,6,57339.0,0.0,185.57
1790417583.076,7,57319.0,0.0,184.6
1790417584.077,0,59951.0,100.0,187.63
1790417584.077,1,57297.0,100.0,187.9
1790417584.077,2,57189.0,100.0,190.46
1790417584.077,3,57517.0,100.0,183.85
1790417584.077,4,58145.0,100.0,187.39
1790417584.077,5,57499.0,0.0,187.01
1790417584.077,6,57339.0,0.0,185.73
1790417584.077,7,57319.0,0.0,184.58
1790417585.077,0,59951.0,100.0,187.83
1790417585.081,1,57297.0,100.0,188.4
1790417585.081,2,57189.0,100.0,190.74
1790417585.081,3,57517.0,100.0,184.14
1790417585.081,4,58145.0,100.0,187.4
1790417585.081,5,57499.0,0.0,186.84
1790417585.081,6,57339.0,0.0,185.63
1790417585.082,7,57319.0,100.0,185.12
1790417586.082,0,59951.0,100.0,187.64
1790417586.082,1,57297.0,100.0,187.96
1790417586.082,2,57189.0,100.0,190.48
1790417586.082,3,57517.0,100.0,183.73
1790417586.082,4,58145.0,100.0,187.1
1790417586.082,5,57499.0,0.0,186.53
1790417586.083,6,57339.0,0.0,185.65
1790417586.083,7,57319.0,100.0,184.77
1790417587.083,0,59951.0,100.0,187.53
1790417587.083,1,57297.0,100.0,187.86
1790417587.083,2,57189.0,100.0,190.41
1790417587.083,3,57517.0,100.0,183.81
1790417587.083,4,58145.0,100.0,187.09
1790417587.083,5,57499.0,0.0,186.65
1790417587.083,6,57339.0,0.0,185.57
1790417587.083,7,57319.0,100.0,184.87
1790417588.083,0,59951.0,100.0,187.54
1790417588.084,1,57297.0,100.0,187.86
1790417588.084,2,57189.0,100.0,190.32
1790417588.084,3,57517.0,100.0,183.82
1790417588.084,4,58145.0,100.0,187.15
1790417588.084,5,57499.0,100.0,187.42
1790417588.084,6,57339.0,0.0,186.23
1790417588.084,7,57319.0,100.0,184.76
1790417589.084,0,59951.0,100.0,187.65
1790417589.084,1,57297.0,100.0,187.82
1790417589.084,2,57189.0,100.0,190.44
1790417589.084,3,57517.0,100.0,183.84
1790417589.084,4,58145.0,100.0,187.19
1790417589.084,5,57499.0,100.0,186.68
1790417589.084,6,57339.0,0.0,185.57
1790417589.084,7,57319.0,100.0,184.75
1790417590.084,0,59951.0,24.0,195.03
1790417590.084,1,57297.0,9.0,193.87
1790417590.084,2,57189.0,12.0,196.11
1790417590.084,3,57517.0,6.0,190.0
1790417590.085,4,58145.0,3.0,193.33
1790417590.085,5,57499.0,3.0,193.04
1790417590.085,6,57339.0,13.0,192.0
1790417590.085,7,57319.0,0.0,190.97
1790417591.085,0,59951.0,3.0,187.79
1790417591.085,1,57297.0,3.0,188.04
1790417591.085,2,57189.0,3.0,190.51
1790417591.085,3,57517.0,3.0,183.9
1790417591.085,4,58145.0,3.0,187.25
1790417591.085,5,57499.0,3.0,186.87
1790417591.085,6,57339.0,3.0,185.8
1790417591.085,7,57319.0,3.0,184.96
1790417592.085,0,59951.0,3.0,187.73
1790417592.085,1,57297.0,3.0,188.03
1790417592.085,2,57189.0,3.0,190.63
1790417592.085,3,57517.0,3.0,183.89
1790417592.085,4,58145.0,3.0,187.18
1790417592.085,5,57499.0,3.0,187.01
1790417592.085,6,57339.0,3.0,185.99
1790417592.086,7,57319.0,3.0,184.94
1790417593.086,0,59951.0,3.0,187.77
1790417593.086,1,57297.0,3.0,188.13
1790417593.086,2,57189.0,3.0,190.61
1790417593.086,3,57517.0,3.0,183.92
1790417593.086,4,58145.0,3.0,187.17
1790417593.086,5,57499.0,3.0,186.88
1790417593.086,6,57339.0,3.0,185.93
1790417593.086,7,57319.0,3.0,184.99
1790417594.086,0,59951.0,3.0,187.81
1790417594.086,1,57297.0,3.0,188.11
1790417594.086,2,57189.0,3.0,190.71
1790417594.086,3,57517.0,3.0,183.96
1790417594.086,4,58145.0,3.0,187.23
1790417594.086,5,57499.0,3.0,186.88
1790417594.086,6,57339.0,3.0,186.11
1790417594.086,7,57319.0,3.0,184.98
1790417595.087,0,59951.0,0.0,187.6
1790417595.087,1,57297.0,0.0,187.88
1790417595.087,2,57189.0,0.0,190.34
1790417595.087,3,57517.0,0.0,183.75
1790417595.087,4,58145.0,0.0,187.04
1790417595.087,5,57499.0,0.0,186.77
1790417595.087,6,57339.0,0.0,185.76
1790417595.087,7,57319.0,0.0,184.93
1790417596.087,0,59951.0,0.0,187.28
1790417596.087,1,57297.0,0.0,187.6
1790417596.087,2,57189.0,0.0,190.14
1790417596.087,3,57517.0,0.0,183.48
1790417596.087,4,58145.0,0.0,186.82
1790417596.087,5,57499.0,0.0,186.53
1790417596.087,6,57339.0,0.0,185.52
1790417596.087,7,57319.0,0.0,184.57
1790417597.087,0,59951.0,0.0,187.28
1790417597.088,1,57297.0,0.0,187.64
1790417597.088,2,57189.0,0.0,190.16
1790417597.088,3,57517.0,0.0,183.46
1790417597.088,4,58145.0,0.0,186.83
1790417597.088,5,57499.0,0.0,186.52
1790417597.088,6,57339.0,0.0,185.44
1790417597.088,7,57319.0,0.0,184.58
1790417598.088,0,59951.0,0.0,187.28
1790417598.088,1,57297.0,0.0,187.54
1790417598.088,2,57189.0,0.0,190.09
1790417598.088,3,57517.0,0.0,183.53
1790417598.088,4,58145.0,0.0,186.8
1790417598.088,5,57499.0,0.0,186.49
1790417598.088,6,57339.0,0.0,185.49
1790417598.088,7,57319.0,0.0,184.53
1790417599.088,0,59951.0,0.0,187.52
1790417599.088,1,57297.0,0.0,187.54
1790417599.088,2,57189.0,0.0,190.26
1790417599.088,3,57517.0,0.0,183.56
1790417599.088,4,58145.0,0.0,187.0
1790417599.089,5,57499.0,0.0,186.53
1790417599.089,6,57339.0,0.0,185.55
1790417599.089,7,57319.0,0.0,184.55
1790417600.089,0,59951.0,0.0,187.34
1790417600.089,1,57297.0,0.0,187.65
1790417600.089,2,57189.0,0.0,190.03
1790417600.089,3,57517.0,0.0,183.61
1790417600.089,4,58145.0,0.0,186.81
1790417600.089,5,57499.0,0.0,186.59
1790417600.089,6,57339.0,0.0,185.57
1790417600.089,7,57319.0,0.0,184.71
1790417601.089,0,59951.0,0.0,187.26
1790417601.089,1,57297.0,0.0,187.53
1790417601.089,2,57189.0,0.0,190.05
1790417601.09,3,57517.0,0.0,183.5
1790417601.09,4,58145.0,0.0,186.77
1790417601.09,5,57499.0,0.0,186.47
1790417601.09,6,57339.0,0.0,185.4
1790417601.09,7,57319.0,0.0,184.56
1790417602.09,0,59951.0,0.0,187.21
1790417602.09,1,57297.0,0.0,187.54
1790417602.09,2,57189.0,0.0,190.1
1790417602.09,3,57517.0,0.0,183.49
1790417602.09,4,58145.0,0.0,186.8
1790417602.09,5,57499.0,0.0,186.52
1790417602.09,6,57339.0,0.0,185.52
1790417602.09,7,57319.0,0.0,184.56
1790417603.09,0,59951.0,0.0,187.21
1790417603.09,1,57297.0,0.0,187.54
1790417603.09,2,57189.0,0.0,190.09
1790417603.09,3,57517.0,0.0,183.46
1790417603.09,4,58145.0,0.0,186.76
1790417603.09,5,57499.0,0.0,186.51
1790417603.09,6,57339.0,0.0,185.48
1790417603.09,7,57319.0,0.0,184.55
1790417604.091,0,59951.0,0.0,187.3
1790417604.091,1,57297.0,0.0,187.53
1790417604.091,2,57189.0,0.0,190.19
1790417604.091,3,57517.0,0.0,183.55
1790417604.091,4,58145.0,0.0,186.88
1790417604.091,5,57499.0,0.0,186.52
1790417604.091,6,57339.0,0.0,185.59
1790417604.091,7,57319.0,0.0,184.52
1790417605.091,0,59951.0,0.0,187.24
1790417605.095,1,57297.0,0.0,187.65
1790417605.095,2,57189.0,0.0,190.15
1790417605.096,3,57517.0,0.0,183.64
1790417605.096,4,58145.0,0.0,186.77
1790417605.096,5,57499.0,0.0,186.67
1790417605.096,6,57339.0,0.0,185.48
1790417605.096,7,57319.0,0.0,184.62
1790417606.096,0,59951.0,0.0,187.32
1790417606.106,1,57297.0,0.0,187.62
1790417606.106,2,57189.0,0.0,190.21
1790417606.106,3,57517.0,0.0,183.56
1790417606.106,4,58145.0,0.0,186.85
1790417606.106,5,57499.0,0.0,186.59
1790417606.106,6,57339.0,0.0,185.58
1790417606.106,7,57319.0,0.0,184.59
1790417607.107,0,59951.0,0.0,187.34
1790417607.107,1,57297.0,0.0,187.61
1790417607.107,2,57189.0,0.0,190.09
1790417607.107,3,57517.0,0.0,183.59
1790417607.107,4,58145.0,0.0,186.79
1790417607.107,5,57499.0,0.0,186.62
1790417607.107,6,57339.0,0.0,185.43
1790417607.107,7,57319.0,0.0,184.56
1790417608.107,0,59951.0,0.0,187.21
1790417608.107,1,57297.0,0.0,187.51
1790417608.107,2,57189.0,0.0,190.1
1790417608.107,3,57517.0,0.0,183.46
1790417608.107,4,58145.0,0.0,186.79
1790417608.107,5,57499.0,0.0,186.48
1790417608.107,6,57339.0,0.0,185.41
1790417608.107,7,57319.0,0.0,184.47
1790417609.107,0,59951.0,0.0,187.3
1790417609.107,1,57297.0,0.0,187.53
1790417609.107,2,57189.0,0.0,190.2
1790417609.107,3,57517.0,0.0,183.45
1790417609.107,4,58145.0,0.0,186.9
1790417609.108,5,57499.0,0.0,186.5
1790417609.108,6,57339.0,0.0,185.45
1790417609.108,7,57319.0,0.0,184.59
1790417610.108,0,59951.0,0.0,187.12
1790417610.108,1,57297.0,0.0,187.64
1790417610.108,2,57189.0,0.0,190.09
1790417610.108,3,57517.0,0.0,183.5
1790417610.108,4,58145.0,0.0,186.79
1790417610.108,5,57499.0,0.0,186.66
1790417610.108,6,57339.0,0.0,185.55
1790417610.108,7,57319.0,0.0,184.7
1790417611.108,0,59951.0,0.0,187.2
1790417611.108,1,57297.0,0.0,187.53
